ID_Transacao,Numero_Cartao,Data_Transacao,Valor_Transacao,Local_Transacao,Tipo_Cartao,Idade_Titular,Tentativas_Autenticacao_Falhas,Fraude
0c7a2a29-a3b8-42af-a734-6256757b6973,630473039968,2024-02-21 19:04:29,1873.33,East Kylestad,Crédito,71,3,0
6692cc5b-2f57-4ba3-82b8-f15ac46783d2,2703279535708917,2024-08-12 15:09:36,4753.62,Lawrencehaven,Crédito,34,4,0
709d9593-d5e8-428b-a475-ba8fd954fda9,3585898694279914,2024-01-08 09:00:20,3660.24,Port Ronald,Débito,26,0,0
3931d902-e5cd-4f07-905c-15dbd412ac63,4152733124534797,2024-05-08 08:32:52,2993.69,Port Rebecca,Crédito,50,0,0
a3641d62-3a11-4cc8-aeb8-f6d9d62ccec3,4999000479881091,2024-05-02 12:31:27,780.94,Port Stevechester,Crédito,70,4,0
93d06e8f-8143-4524-bd9e-e24790865428,379798237437506,2024-05-21 18:23:53,780.82,Hillton,Crédito,37,4,0
225f99e1-c9b1-4332-989a-8d2465cd1dd2,3585260307786985,2024-01-11 20:40:13,291.36,South Cheryl,Crédito,30,2,0
7134bedd-1ade-4120-9fe5-20396ac4c0da,4832284622190,2024-03-26 19:58:42,4331.01,New Marcusfort,Crédito,45,0,0
c0208447-63b2-4309-ac0f-302f1a9fe421,4275151272196,2024-03-11 18:32:03,3005.97,Port Stephen,Débito,65,3,0
d24b1a96-aa2b-44ba-9b2c-e8e831a5a91e,3589969852316990,2024-06-11 12:03:02,3540.65,Tonyaberg,Crédito,46,1,1
7683d28a-aa64-4637-bc44-db741ecb6022,30532672071194,2024-04-11 23:26:32,103.9,North Ericmouth,Crédito,30,1,0
122b915b-33f0-4633-9e44-31cf4698000d,373159417935080,2024-07-07 19:56:07,4849.58,Cynthiaside,Crédito,63,4,0
ea6414a8-2de3-49dc-a302-29a89993ffe5,180075425933425,2024-07-31 10:41:04,4162.38,Lake Shaun,Crédito,52,2,0
611c08ec-b018-482f-8ec5-641a8e40e04c,4018036917820843,2024-04-15 23:02:57,1062.48,Port Brenda,Crédito,78,1,0
90ac81b9-18f1-4dd3-99ee-67a8276fc2da,4951481845774,2024-08-13 05:58:58,909.94,Manuelborough,Crédito,23,0,0
94e3f028-ed13-4e3a-a4ec-ebabc2c2a826,213168513979128,2024-02-12 11:09:56,917.84,South Rebecca,Crédito,35,4,0
14c141f0-ad9a-489d-bd9e-002be5ed5388,30378336549948,2024-02-05 15:41:19,1521.91,New Anthonyburgh,Débito,68,3,0
c3bb1766-b974-40f5-89f6-66a62aa385b4,3502244827794406,2024-06-01 18:21:50,2624.26,Timothystad,Crédito,22,4,0
22d2df02-5be8-4909-8d08-d1f3433ba043,3570908410005555,2024-05-02 02:33:46,2160.29,East Jenniferhaven,Débito,64,3,0
4b511266-a3b8-4344-8c88-e665b49c0657,6011178437944505,2024-03-08 17:43:35,1456.85,Emilystad,Débito,42,4,0
6430c054-4843-48e1-94e2-ca2b82b5a508,3543262193936246,2024-03-15 16:35:49,3059.65,Port Patrick,Crédito,19,4,0
951ba06e-b479-4ef8-a31b-4532691eef73,4610956217170932,2024-07-01 11:41:08,698.33,Port Sarahhaven,Crédito,27,4,0
b95cd082-8b8b-4c00-9339-c8f363252d8b,4524111995941404966,2024-04-23 04:48:44,1461.43,Thomasview,Débito,73,3,0
39957a62-83af-44bc-a151-54c4dbfdcfa6,4702447409399,2024-01-25 22:16:30,1832.44,Curtiston,Débito,47,3,0
941af3be-93c0-413d-86d1-f1fee64cf328,3583370596887451,2024-06-02 14:58:12,2280.89,South Samuelhaven,Débito,67,4,0
8801a5d1-4ca1-423a-bfc3-fa0299df8f0c,2575571673000627,2024-04-18 18:22:35,3926.09,East Johnmouth,Crédito,76,1,0
7aa3b2b1-13af-4695-a56b-97768ae88f1d,38562518091132,2024-04-11 20:09:38,999.17,Cunninghamburgh,Crédito,62,2,0
d069e974-d568-4f36-8916-a0f1126aedc1,213165369465871,2024-03-02 03:15:35,2571.66,Jasontown,Débito,22,2,0
2e394921-a160-4d76-a10a-d7cb9e26c735,2380477024191997,2024-03-15 21:32:42,2962.48,Davidmouth,Crédito,72,2,0
4ee8571e-6445-4da1-82fd-00b784bb221c,4003756984803,2024-07-17 06:20:16,233.21,New Robintown,Crédito,73,3,0
bca5288e-5e8b-4b32-9c46-b07d500df3f3,3552114103771866,2024-06-08 10:22:09,3038.12,North Robert,Débito,50,3,0
b62dc22c-30ce-42e2-accb-0d2ea9393842,213123060033613,2024-07-06 04:01:31,853.45,Melodyfurt,Crédito,71,1,0
28dccfc9-1821-4533-b9e5-da6be5f74252,379645643589877,2024-01-29 12:41:41,326.19,Robinsonfort,Débito,18,2,0
6f36f2ba-1a5b-4afc-bdec-5ff947d63dac,4676071591432048,2024-06-25 11:35:29,4744.48,East Elizabeth,Débito,35,2,0
27d34bde-99ab-4a4d-997c-32571860afd2,36147213118018,2024-07-14 02:46:35,4828.19,South Carla,Débito,49,4,0
b489d03c-e9aa-4de7-8e90-4847de027866,4794069862422430,2024-06-26 18:21:51,4042.18,New Patricia,Crédito,64,3,0
8410627e-755b-4466-9c70-aa1af8a38518,4565984467603373,2024-01-23 16:29:46,1523.76,Richardview,Débito,66,2,0
bac57c02-4d6a-49ce-bf20-5ee0b94cd2a3,4941606904340823,2024-05-03 08:32:53,489.26,West Meganchester,Crédito,28,1,0
767b90c9-8438-4928-8eb5-35f5451a886f,060438067344,2024-02-22 15:12:00,3421.48,New Steveshire,Débito,38,1,0
5dc4c9b7-7ce7-4e4a-825f-a3e0627c6abe,4671601421683538,2024-03-22 03:47:22,2201.32,Carterport,Crédito,43,2,0
92737e54-98db-4935-9b66-ec351a14e8b1,4297568444010,2024-01-22 06:03:26,611.07,Port Lauratown,Débito,42,3,0
59b748cd-f499-400a-a1a1-1937b578a374,2717956655857798,2024-04-02 03:25:53,2476.39,Jonesshire,Débito,39,1,0
3aad22b6-8229-4396-aeef-5ed4eb778b87,4967616779597042,2024-07-26 16:36:51,172.91,North Lauramouth,Crédito,76,4,0
3ed6bece-9c43-46f5-bfaa-2c6d190594a7,4248820199339198,2024-05-23 23:01:28,4546.69,East Jasonside,Crédito,44,1,0
2eca36a4-3336-474e-8013-d2fec8f4e520,573815348319,2024-07-04 03:25:37,1294.64,Port Nathan,Crédito,66,0,0
6b998216-b957-473e-aa22-74af8fca9e04,2299906081551966,2024-06-10 17:21:58,3312.95,Lake Johnstad,Crédito,30,0,0
43df7a5b-2143-4029-bf54-f7d5f3f2ca3b,3525658576891175,2024-05-07 23:27:07,1559.24,North Aprilton,Débito,50,3,0
72bbd9a0-367a-492e-b877-f57be15d35d3,3555397862606301,2024-07-23 23:13:56,2600.82,North Morganfurt,Crédito,51,2,1
75a3f69a-44f6-4473-ab91-c9a5f6bc0e4f,4932203451098656,2024-05-11 17:18:19,2734.0,Port Jane,Crédito,58,3,0
1d16d57b-6f19-4921-92e2-262d7f00527d,4931545690060329713,2024-08-23 06:30:19,925.09,South Kathy,Crédito,52,3,0
cffabbcf-7643-4c74-ac19-b1cb20cf5bf3,4482508592644248238,2024-01-19 23:36:35,4847.95,Matthewburgh,Débito,18,3,0
ec267e05-a352-45be-8ec6-016cae92d1e1,3509449435004360,2024-04-04 01:55:08,3875.89,West Juan,Débito,38,3,0
344ded09-04be-4870-a6cf-8817110093d0,4062840054983495,2024-05-17 08:57:29,4697.56,Port Jason,Débito,65,4,0
4065a4ca-ff35-43c9-9ce4-844b039ccfed,4912467226288495079,2024-08-18 20:48:49,4474.24,New Cassandra,Débito,72,4,0
83212257-35be-4cd8-8d9e-703ad1592342,4388126323046387437,2024-04-07 16:33:08,2989.9,Port Brandy,Crédito,23,1,0
26c2b8a3-ee65-4480-b34c-61e85862e49a,3536758749457883,2024-02-29 05:26:43,4609.45,Lake Samanthaside,Débito,45,0,0
77b6843e-a330-4d2c-9bb8-d1a411babfb2,4273823685721,2024-01-10 03:04:58,443.37,South Miguelview,Débito,34,3,0
aa94cb53-2d4e-407f-94c3-705c6704c8e4,2253667256047735,2024-07-22 03:55:19,980.72,Justinburgh,Crédito,22,1,0
76822873-d75e-4556-8861-3d4eb4bf20ef,4545029165560,2024-08-12 22:37:20,227.09,East Denisetown,Débito,48,0,0
edd6fee4-5832-4654-8bbc-340a41b7244f,213173446401745,2024-05-23 13:34:44,1627.33,Figueroamouth,Crédito,22,2,0
50e26747-8e87-41c6-a3c7-fe47cd5e1feb,4226439753056225289,2024-02-15 20:27:01,1944.0,Lisaton,Crédito,55,4,0
06e88a0a-a447-4ef5-a481-05b0f61b029a,348639057706299,2024-06-30 14:05:03,1357.47,East Clifford,Crédito,20,0,0
58a4216e-857d-4cfa-b46c-a81684b6c428,370864522033639,2024-01-19 23:20:52,4143.86,West Davidview,Crédito,70,2,0
cd24a5f4-2676-4743-9343-a2c7b1e0e574,341068694588208,2024-08-01 16:42:04,1784.41,Ericburgh,Débito,40,0,0
e6fb376c-539a-4b9d-9d56-138af1ac95e0,4365611737480,2024-06-08 07:29:42,1405.39,New Williamfort,Débito,54,4,0
214c2944-fd28-402c-a226-9421bd2f3b04,4034071442191808,2024-01-11 05:17:51,2713.94,Amyborough,Débito,70,4,0
7ea90937-c7c1-4844-8635-f4e512f541a6,676346560813,2024-05-11 06:59:39,705.48,Port Cassie,Crédito,54,1,0
7db09492-96fc-4a86-8230-a56612edaff1,30271063821723,2024-04-13 09:41:37,4011.18,Port Danielhaven,Débito,27,3,0
bf25010a-8fc3-4dbe-83de-647f3b0d801b,3514751252706826,2024-02-25 00:13:37,373.68,New Tamara,Crédito,27,0,0
db75d901-b72c-45c6-9654-787d2cabb468,4927615593654,2024-02-02 12:49:09,4934.45,Wesleyville,Crédito,36,0,0
2449ccb9-1c9e-4683-aa9f-f4ae7aa16b30,213170067210900,2024-01-23 17:17:58,3861.45,Kennethstad,Crédito,34,2,0
61359603-89e0-4472-b731-d758c5becc06,4805395623053022422,2024-02-29 00:58:13,994.38,North Nathaniel,Débito,38,4,0
db874291-2368-4e24-8d00-735305a4733e,4858803445722772,2024-04-24 15:12:13,28.61,Port Cliffordside,Débito,31,0,1
f3ea1170-1af0-46cc-a6c5-6d7d6727ceb1,4768474893433574624,2024-06-20 17:54:05,4077.49,Lake Lindsey,Débito,26,4,0
d210c3b0-a079-468f-a323-625df9ec225b,3528584878942549,2024-05-15 20:35:06,3534.58,Lake Bryan,Crédito,63,0,0
30683e4e-6bea-436f-834f-e6edb4dc07fa,6011364968707087,2024-08-14 11:33:37,3645.31,North Codyhaven,Crédito,18,1,0
3df070ab-d8ac-4699-839b-18dd621159cd,3525627659902993,2024-06-25 06:00:26,3856.58,East Tristanville,Débito,68,3,0
1ea9a851-b79b-47c0-a5d5-8229d5bd8513,2287066476005948,2024-07-05 22:29:21,371.15,Millerstad,Crédito,62,0,1
7443e5ff-278d-435f-afbf-ba36ab49d83b,4063356829633988387,2024-04-28 15:47:05,1792.97,West Crystalborough,Débito,30,4,0
682be7f6-0289-46d1-9276-bf7dc353f379,340827446654530,2024-06-28 02:40:10,580.23,West Kenneth,Débito,21,1,0
a475503a-a384-4268-8d9d-6ef2006bc7c3,676239326041,2024-04-07 22:19:23,4315.65,Simmonsberg,Débito,79,0,0
36762696-716c-4e5d-af80-8bc3bb369744,341992095127748,2024-06-11 08:12:15,3116.87,North Andrea,Crédito,18,2,0
01649881-9274-4984-abea-5197d81e5a7f,639052777716,2024-02-13 05:10:47,1655.16,East John,Débito,66,3,0
5fa8fa68-ff02-4793-9726-3219a49069f7,4623330998071623814,2024-03-19 23:16:09,318.73,West Danielstad,Crédito,57,0,0
3202f31a-9cf8-4e0f-ba28-30a585b14b86,639068522841,2024-04-23 00:47:49,1555.6,Mirandaport,Crédito,49,1,0
5070d837-caf8-4fc3-9929-976f2364f23d,5124384579299163,2024-07-07 12:47:43,1626.59,Sandrabury,Débito,51,2,0
e57e3036-f9f3-46e2-b59a-6f76b96c4814,4582005089472267,2024-05-19 09:35:03,3648.3,East Scott,Débito,45,1,0
7f211307-bcf0-4552-a6ec-34e6b6dbed9b,30452956570383,2024-01-13 09:54:05,3188.15,East Michaelport,Débito,48,1,0
6c44c3a3-cdd3-48c9-a9c2-d80af84768c6,3573985240429822,2024-01-22 13:49:56,4436.18,Brownbury,Débito,25,2,0
965a296d-564e-4d7b-a019-00f74f36727c,3595612243225221,2024-06-28 20:14:51,2361.6,South David,Crédito,56,1,0
f007e48b-d450-4adc-ab5e-906fd24df59e,3572105095110788,2024-02-10 06:59:22,598.85,West Michelle,Crédito,43,2,0
8fa8afc7-253b-40e9-8b83-bf2675c781ba,3542835459578777,2024-03-09 22:24:28,3566.51,Port Patriciafort,Débito,75,0,0
9e345daf-4133-49a3-8662-f31c64bd1b26,3573430645441387,2024-04-01 11:20:38,3804.16,Lake Jonathanberg,Crédito,51,2,0
21146556-4d9c-4603-8010-69b81d7f493a,374301474344116,2024-04-28 05:24:48,2806.82,Estradachester,Crédito,71,2,0
fca2584e-3d4d-4e66-b72d-0937ffe2fe31,30215769844547,2024-06-16 21:56:52,3855.06,North William,Crédito,71,3,0
954750bf-c03f-4828-abb7-3bfc17888bfa,36157978804322,2024-02-09 16:33:44,2469.48,New Brandyland,Crédito,20,2,0
3474968c-ad3b-424b-8134-c7acf6791f2e,3585327649282229,2024-08-02 10:30:19,2614.14,Jameschester,Crédito,76,2,0
375c401c-351f-42df-85f8-34341096f95b,213144035468429,2024-01-17 11:00:32,2138.28,Davidfort,Débito,67,0,0
170d79b1-f95d-4bd3-9442-60e03c68ff81,4376419101291805,2024-03-13 07:00:07,128.07,Lake Jimmy,Crédito,29,3,0
b65cee25-5e2d-4743-b25d-f3f8f3047ebc,3522937530646807,2024-06-19 22:20:23,540.35,Lake Victoriaport,Débito,18,4,0
8496948d-9038-4de7-9e2d-df2167690c70,180007521520442,2024-05-18 22:19:40,158.11,New Jonathanshire,Débito,71,0,1
da47e366-0158-49ef-8c83-d1899681d28e,3526599783133465,2024-01-26 23:07:03,3182.42,North Ronald,Débito,61,0,0
21e1762e-16e4-4f2a-a416-603827a2d720,3532039753964328,2024-07-11 23:03:23,1572.47,East Courtney,Débito,22,4,0
f1b30f6d-19ff-43dd-ae83-bc0d2322988f,345876984425709,2024-08-19 23:52:34,2543.34,Matthewside,Crédito,47,2,0
3d71cea0-3a9b-4c9c-a144-62fa44e70ab5,3526278971544334,2024-07-06 04:52:47,4537.92,Port Diana,Crédito,47,1,0
cd39482c-92ba-46b9-bfa1-b131eec7b622,5275320528614216,2024-05-31 19:42:15,1247.21,Anthonyberg,Débito,76,3,0
79d879b4-1900-4f4f-b02c-2ac572261a17,2249968196451715,2024-07-21 02:37:05,2052.5,Annaside,Débito,74,1,0
574aee6e-c9da-4bc1-893f-79e4e6b5a3c4,5389295717964189,2024-04-29 00:22:37,3778.0,South Brendaville,Crédito,34,4,0
2c4e7ce4-6eef-420b-afc1-29cb896b1d8e,4331954307273,2024-03-14 03:55:46,1144.76,Jonport,Débito,65,0,0
73a7cf47-c333-4a4b-a8c7-bf6467d663b9,2239176691639071,2024-03-04 14:42:54,385.82,North Christopherburgh,Débito,64,0,0
8209fd37-d91b-4b39-be93-c337aa1c86af,2587407358952111,2024-01-29 06:38:02,1449.47,East Sarahberg,Crédito,40,3,0
d89ae257-aa5c-4992-9134-b5c1fe39733b,3551741966735330,2024-07-09 00:11:28,806.95,Port Chloe,Débito,32,0,0
850b5ae9-3f28-4e0d-9541-9ebbe153fca4,344082312194114,2024-03-29 04:31:49,4648.56,Paulhaven,Crédito,54,0,0
7b497a38-65cf-4fd1-9362-1e44f7ec7c45,349870433833015,2024-01-26 17:53:30,4040.79,Reynoldston,Débito,38,3,0
ee27589b-e790-4286-bf50-a9105cee4417,3568419229871298,2024-01-10 00:24:25,3167.39,Tranland,Crédito,31,3,1
670eb0d1-a6d7-4f42-9862-b58c36309e8d,4379236477953124,2024-03-19 22:36:41,4357.43,Lake Christopher,Crédito,19,4,0
09e40635-c71e-4f25-86f3-610572cae10b,4603011931943,2024-08-18 07:56:40,4018.56,New Cody,Débito,28,0,0
0e41b21d-a7a3-41e5-97ff-9a616cb6f070,2714425577139886,2024-01-26 11:25:01,933.66,Jeremymouth,Crédito,68,0,0
4cbd5c4e-7f3d-4f18-99fa-4d02b6f0b85e,3517939442550769,2024-01-15 20:29:42,4462.9,New Cynthia,Crédito,56,4,0
54b1bcdc-6464-47e8-801a-9506f9800814,30547301258723,2024-04-14 06:33:51,2697.17,Benitezland,Débito,55,2,1
abba4f1d-ced5-45f1-92b0-4b3d838d8278,3539894167546779,2024-06-04 06:54:56,4037.39,New Michaelport,Crédito,77,2,0
a038dec6-761e-4410-acb8-99a0c66b3c9e,30163574208500,2024-06-23 04:00:36,4480.56,Markhaven,Crédito,51,2,0
15ea8bfc-fa5d-4d96-91bd-94e3f25048a1,676217646196,2024-04-28 10:19:21,1590.7,Jamieport,Débito,55,4,0
df5399ec-b03d-4492-8978-226b0e907a9c,4903549223096823,2024-05-26 21:53:29,551.15,Port Tammybury,Débito,67,0,1
f8a3baf7-0cec-4042-aef6-5224a1945462,5427359614052987,2024-03-06 14:37:59,1140.45,Collinschester,Crédito,51,4,0
ba07228b-d67b-48bf-961d-51103dccd5f3,4362604012099899051,2024-06-01 01:09:10,2136.11,West Jillian,Crédito,35,4,0
ad0885e2-7130-4f59-af27-c443b9d4b250,180009433180042,2024-07-24 19:45:41,4090.26,East Trevor,Débito,47,2,0
5e2c03b2-e50b-4db1-a3cc-fba8b3cd7aeb,2706942420928380,2024-02-19 21:30:11,4303.79,Harrellton,Débito,32,1,0
2f9c246a-f3e6-4fb6-8271-3d02868223da,3562665587788468,2024-01-21 16:59:28,35.75,Anthonyland,Crédito,44,0,0
28d263af-f0e8-4520-a5af-c64e5c614123,6011904797188148,2024-06-04 20:38:48,2554.23,Port Donald,Crédito,68,2,0
d2d1ebe4-98cb-4869-9964-858b730bf98c,4424813849559,2024-08-06 20:06:23,2087.64,Lake Jeremy,Crédito,51,1,0
95772ba7-166e-4a59-aa2d-d84f897a61fa,675922133292,2024-08-01 07:49:50,1111.32,Port Victoria,Crédito,69,1,0
350bdb90-97a1-4cc3-b804-6812b33dacb4,30521725607120,2024-06-23 08:27:54,600.21,Bakerland,Crédito,74,3,0
40466aa3-dde7-4d90-9480-fb936d0ff953,376691398118853,2024-05-08 20:08:29,1688.74,Lake William,Débito,55,0,0
820c6306-4369-45f4-9990-a80db1094ae3,4869220859980134,2024-07-29 11:22:34,4714.61,Harveyborough,Crédito,50,1,0
5ec31ad6-16ac-40f9-b46c-70438aa62fc1,4174949062982210,2024-02-20 04:38:50,1616.69,Bettyfort,Crédito,41,2,0
0d1f9fe1-7eb2-426c-b5bb-d5d991555bbd,2466191606844975,2024-04-12 19:29:58,2594.43,East Courtneychester,Crédito,32,3,0
700b6346-6007-47b7-85f0-47311c1be5fc,4958021634200661,2024-04-24 05:50:15,3515.39,Lake Codystad,Débito,77,0,0
518ebace-96ff-4bbc-a2c1-0a5157594900,4719111518719,2024-05-24 09:17:57,1818.78,Jenniferfort,Crédito,47,4,0
ea4cec3e-b3f8-461c-8bed-8a9feb19b6ce,4829940459046405949,2024-02-02 10:19:03,4858.94,Susanville,Débito,72,2,0
f4492b62-7c59-4660-85ed-cb775dbb19a6,4080170790347,2024-01-31 12:12:29,4812.27,Devinport,Débito,59,1,0
4b64df82-4ae4-4c83-9682-45102da9472a,4494567812392,2024-07-28 18:00:56,1259.66,Port Shannonshire,Crédito,68,1,0
6c944976-67e0-4a85-942f-cb39166dd988,3520520405170400,2024-07-28 22:02:47,2486.75,West Maryborough,Crédito,34,2,0
d836cec6-a2e6-45d2-a795-0070ad29643e,2233905988848003,2024-01-23 21:09:18,1505.09,New Katieborough,Débito,22,1,1
2c268b99-49ac-4268-8691-9b0362cb776c,30372769979193,2024-07-23 11:52:17,1424.92,Geneberg,Débito,46,3,0
b964f565-335e-432d-b528-27df1235cbd2,3547028663302235,2024-04-27 10:56:06,185.4,West Derek,Débito,21,0,0
4a98bfe8-df15-4550-b5c2-25d15030a9f3,4653570368162040,2024-01-22 13:59:26,3048.21,North Kaylafurt,Débito,27,3,0
c04f7c5a-2d55-468c-920f-bc8b9c3890aa,370673233103379,2024-01-16 09:33:29,2513.89,Morrishaven,Débito,73,1,0
cf09537a-1902-4813-9f5f-ff6081bf05ef,36193112763009,2024-07-21 06:35:08,258.34,Port Elizabeth,Crédito,34,4,0
9a140b11-0b12-4500-80d8-a6548209bab2,676182920196,2024-05-05 18:19:05,1393.95,West Joshua,Crédito,27,0,1
54ec6291-c3c3-4c2f-ac8f-d68ab9345bf4,30156510093531,2024-03-10 21:01:52,4541.42,Williamshire,Crédito,34,0,0
5c952987-996f-4436-b7d2-a01afd9366c7,4753096575183418678,2024-04-25 23:54:04,1198.57,New Jenna,Crédito,77,2,0
59580557-3991-4861-8774-f2ccb9c55f28,213138895212265,2024-04-09 13:22:36,725.33,Jacquelinechester,Débito,37,2,0
acfeb5f8-a796-45d9-93c4-afc7aa8797c3,4259196404152288,2024-07-01 14:04:13,2447.77,Shannonstad,Crédito,41,4,0
f771c27a-4806-4db7-8eea-cf4f1b382376,4140882436402352,2024-07-25 10:50:00,4928.27,Sharpville,Crédito,22,0,0
0630d0a7-1358-436a-a57e-d4a5935d2cac,340431294421199,2024-05-21 13:14:35,1211.03,New Philipton,Crédito,51,4,0
79051707-3521-42e8-94f3-c0949a2e55a0,4816096914628890,2024-01-08 04:38:04,3361.01,Bradleyburgh,Crédito,23,2,0
f9bb04f7-980a-4495-a6e1-30a3afe32be1,4885524734907380,2024-03-27 22:20:45,3808.34,Jeremybury,Crédito,70,2,0
2450e2af-5016-4828-a327-fb813be56119,3583252376163131,2024-04-02 03:00:49,1188.95,East Katelynstad,Crédito,19,0,0
4799794c-0200-44f1-9188-3582080932d9,4603930136756966333,2024-05-15 05:02:59,3641.35,Amandaton,Crédito,30,3,0
28bbdcaf-74f2-4d69-99ee-03ffa6b88578,4876718750554909,2024-03-03 09:57:00,1839.55,Valdezfort,Crédito,79,1,0
a39efa2d-0648-4cda-a818-62cff1a6ad1b,4102403793615589,2024-01-04 13:28:13,3161.9,West Julie,Crédito,60,2,0
